name,reviewCount,rating,published,title,content,brand,contentclean,sscore,gender,ts,year,month,weekday
Alex mike,5.0,15,2020-02-27,Værste reklamationssystem til dato.,"Er slet ikke typen der brokker mig online, men det her er under alt kritik. Jeg indleverede et ur d. 2/2, får at vide at der kan gå 1-2 uger på servicen, det er helt fair. Jeg ville jo som sælgeren sagde 'få en status på hvordan det går med servicen' - Så jeg kunne følge med.Den 13/2, har jeg stadig hverken fået et opkald eller en mail omkring hvordan det går, så jeg ringer selvfølgelig ind for at få en status. Får at vide at der vil blive bedt om en status fra producenten og at jeg vil få en mail på det, det fik jeg. Uret skal ombyttes og der vil blive sendt en ombytning afsted snarest. Jeg tænker det tager nok et par dage. Den 26/2 ringer jeg ind for at få et track and trace da der er gået 13 dage og jeg stadig ikke har hørt noget omkring status på afsendelse af det nye ur, får at vide at den er ankommet til Danmark. Men får igen at vide jeg vil få en mail på det. Den 27/2 får jeg en mail på at man venter på at min sag bliver færdigbehandlet, og at ombytningen ikke er sendt afsted endnu, hvad  er det der foregår? Jeg får 1 mail der bekræfter den bliver sendt afsted snarest, nummer 2 mail er det ikke engang færdigbehandlet og derfor ikke sendt afsted endnu? Det er 14 dage siden den blev godkendt til ombyt første gang, og næsten en måned siden jeg indleverede det? Ingen i reklamationsafdelingen tager intiativ til at ringe en op for at give en status, ingen opfølgning medmindre man virkelig beer om det, super glade og venlige når de tager telefonen, men kundeservice og kundepleje er fuldstændigt håbløst. Hvordan kan man melde 2 SÅ forskellige ting ud?Det her er jo lige til en sag hos forbrugrådet, hvilket det også må ende med hvis der ikke snart er nogen der kan få fingeren ud og yder noget service. Tvivler på jobbet ikke er svære end at man kan finde ud af om noget er sendt eller ej. Hvis jeg kunne give mindre end 1 stjerne, havde jeg givet -5 stjerner.Servicenummer: 30840343797Tilføjet efter svar fra Elgiganten:Super fint i svarer på trustpilot henvendelser, det havde dog været endnu finere hvis i kunne svare på hvad hele den her anmeldelse handler om.Det har ikke noget at gøre mht. ventetiden som sådan. Jeg arbejder selv i salgsbranchen, jeg ved en reklamation kan tage tid. Det handler om at jeg ikke kan få en konkret melding på mine henvendelser af forløbet hos jer/producenten.Jeg har fået svar som:1. Den er sendt afsted.2. Jeg kan se den er ankommet med bring til danmark. Den kommer i næste uge.3. Den er ikke afsendt endnu, den er faktisk ikke færdigbehandlet endnu. Jeg ved af personlig erfaring at det ofte ikke kræver mere end et opkald/mail til servicecenteret for at få et svar. Jeg tvivler stærkt på at producenten har givet jer alle de overståede 3 meldinger i en mail. I er mere end velkommen til at give mig et kald på telefonen, for mest af alt er jeg mest interesseret i at få pengene retur. Det her er fuldstændigt håbløst. Ikke engang på trustpilot kan i svare på hvad hele anmeldelsen handler om. Seriøst?",Elgiganten,"Er slet ikke typen der brokker mig online, men det her er under alt kritik. Jeg indleverede et ur d. 2/2, får at vide at der kan gå 1-2 uger på servicen, det er helt fair. Jeg ville jo som sælgeren sagde 'få en status på hvordan det går med servicen' - Så jeg kunne følge med.Den 13/2, har jeg stadig hverken fået et opkald eller en mail omkring hvordan det går, så jeg ringer selvfølgelig ind for at få en status. Får at vide at der vil blive bedt om en status fra producenten og at jeg vil få en mail på det, det fik jeg. Uret skal ombyttes og der vil blive sendt en ombytning afsted snarest. Jeg tænker det tager nok et par dage. Den 26/2 ringer jeg ind for at få et track and trace da der er gået 13 dage og jeg stadig ikke har hørt noget omkring status på afsendelse af det nye ur, får at vide at den er ankommet til Danmark. Men får igen at vide jeg vil få en mail på det. Den 27/2 får jeg en mail på at man venter på at min sag bliver færdigbehandlet, og at ombytningen ikke er sendt afsted endnu, hvad  er det der foregår? Jeg får 1 mail der bekræfter den bliver sendt afsted snarest, nummer 2 mail er det ikke engang færdigbehandlet og derfor ikke sendt afsted endnu? Det er 14 dage siden den blev godkendt til ombyt første gang, og næsten en måned siden jeg indleverede det? Ingen i reklamationsafdelingen tager intiativ til at ringe en op for at give en status, ingen opfølgning medmindre man virkelig beer om det, super glade og venlige når de tager telefonen, men kundeservice og kundepleje er fuldstændigt håbløst. Hvordan kan man melde 2 SÅ forskellige ting ud?Det her er jo lige til en sag hos forbrugrådet, hvilket det også må ende med hvis der ikke snart er nogen der kan få fingeren ud og yder noget service. Tvivler på jobbet ikke er svære end at man kan finde ud af om noget er sendt eller ej. Hvis jeg kunne give mindre end 1 stjerne, havde jeg givet -5 stjerner.Servicenummer: 30840343797Tilføjet efter svar fra :Super fint i svarer på trustpilot henvendelser, det havde dog været endnu finere hvis i kunne svare på hvad hele den her anmeldelse handler om.Det har ikke noget at gøre mht. ventetiden som sådan. Jeg arbejder selv i salgsbranchen, jeg ved en reklamation kan tage tid. Det handler om at jeg ikke kan få en konkret melding på mine henvendelser af forløbet hos jer/producenten.Jeg har fået svar som:1. Den er sendt afsted.2. Jeg kan se den er ankommet med bring til danmark. Den kommer i næste uge.3. Den er ikke afsendt endnu, den er faktisk ikke færdigbehandlet endnu. Jeg ved af personlig erfaring at det ofte ikke kræver mere end et opkald/mail til servicecenteret for at få et svar. Jeg tvivler stærkt på at producenten har givet jer alle de overståede 3 meldinger i en mail. I er mere end velkommen til at give mig et kald på telefonen, for mest af alt er jeg mest interesseret i at få pengene retur. Det her er fuldstændigt håbløst. Ikke engang på trustpilot kan i svare på hvad hele anmeldelsen handler om. Seriøst?",0.5259296594982074,M,2020-02-27,2020,2,3
Jon Pedersen,6.0,55,2021-03-10,Fik en god behandling af sælger som…,Fik en god behandling af sælger som gjorde et godt indtryk med vores køb af hvidevarer,Elgiganten,Fik en god behandling af sælger som gjorde et godt indtryk med vores køb af hvidevarer,1.1944444444444444,M,2021-03-10,2021,3,2
Jan ,1.0,15,2020-11-27,Forventet levering d. 24/11,Forventet levering d. 24/11 og ingen sms om forsinkelse af min Fairphone 3 plus.,Elgiganten,Forventet levering d. 24/11 og ingen sms om forsinkelse af min Fairphone 3 plus.,0.833333333333334,M,2020-11-27,2020,11,4
NN,18.0,55,2021-05-14,Jeg syntes at der var en god og hurtig…,Jeg syntes at der var en god og hurtig betjening.,Elgiganten,Jeg syntes at der var en god og hurtig betjening.,1.5555555555555545,Ukendt,2021-05-14,2021,5,4
Matie Jetsmar,6.0,15,2020-03-26,Undlad at købe køkken gennem…,"Undlad at købe køkken gennem Elgiganten. Kvaliteten er simpelthen til at græde over - de giver fantastisk service inden køb, men efterfølgende reagerer de sjovt nok ikke på ens henvendelser. Vi står nu med et køkken på 2 år, hvor alle låger har slidt farven af. Bestemt ikke hvad man forventer når man kaster penge efter et nyt køkken.Hold jer langt væk fra Epoq køkkener, gennem Elgiganten.",Elgiganten,"Undlad at købe køkken gennem . Kvaliteten er simpelthen til at græde over - de giver fantastisk service inden køb, men efterfølgende reagerer de sjovt nok ikke på ens henvendelser. Vi står nu med et køkken på 2 år, hvor alle låger har slidt farven af. Bestemt ikke hvad man forventer når man kaster penge efter et nyt køkken.Hold jer langt væk fra Epoq køkkener, gennem .",0.4188596491228064,Ukendt,2020-03-26,2020,3,3
Tina Stålung,15.0,15,2022-12-15,Jeg er faktisk meget tilfreds med…,"Opdatering: Det har ikke noget med pt længere levering... Den er kommet frem 2 gange de har bare ikke ville afleverer den, da det var et firma.....og nu er den sendt retur til Sverige, på trods af at jeg har talt med jeg 3 gange....Jeg har nu købt produktet igen, via kundeservice, som sagde 2 dage... Nu må vi se... i systemet står der 21 januar.Hvorfor kan man ikke vælge et andet fragtselskab end Bring ?.. Jeg er faktisk meget tilfreds med Elgiganten. Ved køb i butikker. Men Bestilte et produkt d 25 november på nettet. Levering d 28.. Men det kom ikke. Ringede d 6 og de ville levere den igen. Lovede den var der den 9. Rykkede efter d 12.. blev godtgjort 10 %.. og sagde den blev sendt igen. Idag d 14 tog jeg flest i butikken. De sagde de ikke kun se en opdatering og ringede derefter til kundeservice. Den er sendt retur til Sverige 😡😡 købte en ny omgang med besked om den kommer om 2 dage. Har betalt igen. Og ser nu der står levering d 21 januar og d 25 januar. Det er bare ikke ok 😥 jeg handler aldrig mere på nettet hos Elgiganten så længe de bruger Bring 🤬🤬",Elgiganten,"Opdatering: Det har ikke noget med pt længere levering... Den er kommet frem 2 gange de har bare ikke ville afleverer den, da det var et firma.....og nu er den sendt retur til Sverige, på trods af at jeg har talt med jeg 3 gange....Jeg har nu købt produktet igen, via kundeservice, som sagde 2 dage... Nu må vi se... i systemet står der 21 januar.Hvorfor kan man ikke vælge et andet fragtselskab end Bring ?.. Jeg er faktisk meget tilfreds med . Ved køb i butikker. Men Bestilte et produkt d 25 november på nettet. Levering d 28.. Men det kom ikke. Ringede d 6 og de ville levere den igen. Lovede den var der den 9. Rykkede efter d 12.. blev godtgjort 10 %.. og sagde den blev sendt igen. Idag d 14 tog jeg flest i butikken. De sagde de ikke kun se en opdatering og ringede derefter til kundeservice. Den er sendt retur til Sverige 😡😡 købte en ny omgang med besked om den kommer om 2 dage. Har betalt igen. Og ser nu der står levering d 21 januar og d 25 januar. Det er bare ikke ok 😥 jeg handler aldrig mere på nettet hos  så længe de bruger Bring 🤬🤬",0.38287037037037014,F,2022-12-15,2022,12,3
Pia ,4.0,15,2021-02-20,Jeg havde betalt for installering og gummifødder,"Jeg bestilte installering af min vaske/tørremaskine, men det blev den ikke, for han var ikke tekniker og var sat på en forkert rute. jeg bestilte også gummifødder til den og dem fik jeg heller ikke.Når man efterfølgende vil have fat i kundeservice er det helt umuligt.",Elgiganten,"Jeg bestilte installering af min vaske/tørremaskine, men det blev den ikke, for han var ikke tekniker og var sat på en forkert rute. jeg bestilte også gummifødder til den og dem fik jeg heller ikke.Når man efterfølgende vil have fat i kundeservice er det helt umuligt.",-0.4826388888888893,F,2021-02-20,2021,2,5
Anders Kristensen,71.0,25,2023-02-27,Bare dumt,"Købte en mobil hos Elgiganten, og blev godt overrasketda budet kom med pakken.Hvorfor forlanger i at man skal vise billedelegimationved leveringen af pakken. Det tog mig 10 minutter at finde mit pas, mens budet stod og ventede...BARE SÅ DUMT",Elgiganten,"Købte en mobil hos , og blev godt overrasketda budet kom med pakken.Hvorfor forlanger i at man skal vise billedelegimationved leveringen af pakken. Det tog mig 10 minutter at finde mit pas, mens budet stod og ventede...BARE SÅ DUMT",-0.11370707070707044,M,2023-02-27,2023,2,0
Sofie ,4.0,55,2021-01-25,Super søde og hjælpsomme,"Jeg havde ikke hentet min ordre i tide i butikken i Amager C (havde lige misset det der med de 24 timer) Men personalet var super søde og hjalp mig med at genbestille så jeg slap for at gå forgæves. Generelt fine oplevelser med jer, tak!",Elgiganten,"Jeg havde ikke hentet min ordre i tide i butikken i Amager C (havde lige misset det der med de 24 timer) Men personalet var super søde og hjalp mig med at genbestille så jeg slap for at gå forgæves. Generelt fine oplevelser med jer, tak!",0.9536162215909111,F,2021-01-25,2021,1,0
kortspil,123.0,15,2021-01-20,Puha,"Puha, puha, puha! Købte for halvt år siden Samsung smart tv. Efter måneders venten og forsøg på at få os til at vælge andre mærker kom tv endelig. Demomodel, pakket ind i lidt bobleplast. Nå, men det kom! I går, efter halvt år blev halvdelen af skærmen sort!!!Ringede til kundeservice, efter lang tur igennem forsk muligheder kom meddelelsen: Du er nummer 2.....og fyrre i køen. Køb ALDRIG noget i Elgiganten! Hvis jeg kunne give mindre end en stjerne, havde jeg gjort det.",Elgiganten,"Puha, puha, puha! Købte for halvt år siden Samsung smart tv. Efter måneders venten og forsøg på at få os til at vælge andre mærker kom tv endelig. Demomodel, pakket ind i lidt bobleplast. Nå, men det kom! I går, efter halvt år blev halvdelen af skærmen sort!!!Ringede til kundeservice, efter lang tur igennem forsk muligheder kom meddelelsen: Du er nummer 2.....og fyrre i køen. Køb ALDRIG noget i ! Hvis jeg kunne give mindre end en stjerne, havde jeg gjort det.",0.7189308674927993,Ukendt,2021-01-20,2021,1,2
Diana  Christensen ,14.0,55,2020-03-07,Hurtig levering,Dato for oplevelse: 07. marts 2020,Elgiganten,Dato for oplevelse: 07. marts 2020,0.5,Ukendt,2020-03-07,2020,3,5
Christine,7.0,15,2020-12-13,Klik og kollekt fungerer ikke,"Klik og kollekt fungerer ikke, overhovedet.Nu har jeg tre gange prøvet klik og kollekt og der kommer først en bekræftigelse dagen efter, hvilket er alt for sent i forhold til det lovede.Alle gange har jeg selv fundet tingen i butikken og bagefter informeret personalet om det (så de ikke reserverer en ting jeg ikke kommer og henter) men det fungerer heller ikke 🙈",Elgiganten,"Klik og kollekt fungerer ikke, overhovedet.Nu har jeg tre gange prøvet klik og kollekt og der kommer først en bekræftigelse dagen efter, hvilket er alt for sent i forhold til det lovede.Alle gange har jeg selv fundet tingen i butikken og bagefter informeret personalet om det (så de ikke reserverer en ting jeg ikke kommer og henter) men det fungerer heller ikke 🙈",0.25213675213675246,F,2020-12-13,2020,12,6
Mogens Pedersen,19.0,55,2020-01-10,Super fed forretning.,"Vi får altid en god betjening og service af det flinke personale, handler gerne der igen.",Elgiganten,"Vi får altid en god betjening og service af det flinke personale, handler gerne der igen.",1.4603174603174591,M,2020-01-10,2020,1,4
Pia brødsgaard,60.0,45,2020-04-21,Hjælpsomhed ved forespørgsel på min…,"Hjælpsomhed ved forespørgsel på min vare, samt indsats for at få min vare leveret fra Kolding til Ge.",Elgiganten,"Hjælpsomhed ved forespørgsel på min vare, samt indsats for at få min vare leveret fra Kolding til Ge.",1.349999999999999,F,2020-04-21,2020,4,1
Lasse,12.0,25,2019-08-16,Vi havde bestilt en vaskemaskine som…,Vi havde bestilt en vaskemaskine som click and collect og fik meddelelse om at den ville være “spærret” til os i 48 timer. Da vi efter 40 timer kom for at hente den var bestillingen udløbet da 48 timer åbenbart ikke er 48 timer i elgigantens system men blot 1 1/2 arbejdsdag. Vi måtte så køre til anden butik for at hente den med øget udgift,Elgiganten,Vi havde bestilt en vaskemaskine som click and collect og fik meddelelse om at den ville være “spærret” til os i 48 timer. Da vi efter 40 timer kom for at hente den var bestillingen udløbet da 48 timer åbenbart ikke er 48 timer i elgigantens system men blot 1 1/2 arbejdsdag. Vi måtte så køre til anden butik for at hente den med øget udgift,-0.03030303030302981,M,2019-08-16,2019,8,4
Christian R,13.0,55,2019-11-09,Elgigantens prisfejl.,"Elgiganten havde lagt et bundle op online med et grafikkort samt en ssd harddisk til ca 500kr. Altså ca 4000 mindre end det samme som det bundle står til idag. En stor prisfejl. Jeg valgte at prøve lykken og bestilte et sæt hjem. Til min store overraskelse gik ordren igennem og jeg fik tilsendt produkterne. Jeg er i den tro at de sagtens kunne have annulleret ordren, men tager hatten af for at de lod den gå igennem. Kan se at der er rigtig mange af det omtalte grafikkort til salg, så jeg er nok slet ikke den eneste der fik sig noget af et røverkøb. Super service som alle de andre gange jeg har handlet i Elgiganten.",Elgiganten," havde lagt et bundle op online med et grafikkort samt en ssd harddisk til ca 500kr. Altså ca 4000 mindre end det samme som det bundle står til idag. En stor prisfejl. Jeg valgte at prøve lykken og bestilte et sæt hjem. Til min store overraskelse gik ordren igennem og jeg fik tilsendt produkterne. Jeg er i den tro at de sagtens kunne have annulleret ordren, men tager hatten af for at de lod den gå igennem. Kan se at der er rigtig mange af det omtalte grafikkort til salg, så jeg er nok slet ikke den eneste der fik sig noget af et røverkøb. Super service som alle de andre gange jeg har handlet i .",0.6173371647509577,M,2019-11-09,2019,11,5
